code,file_offset_hex,block_no,block_offset_hex,block_offset_bytes
603008,0x00006c00,1177,0x00932000,9641984
173098,0x00006c10,3801,0x01db2000,31137792
241448,0x00006c20,5609,0x02bd2000,45948928
244150,0x00006c30,7012,0x036c8000,57442304
603009,0x00006c80,1178,0x00934000,9650176
241449,0x00006c90,5610,0x02bd4000,45957120
244152,0x00006d00,7013,0x036ca000,57450496
512880,0x00006d10,8218,0x04034000,67321856
231891,0x00006d80,4566,0x023ac000,37404672
244153,0x00006d90,7014,0x036cc000,57458688
688466,0x00006e80,2274,0x011c4000,18628608
242531,0x00006e90,6201,0x03072000,50798592
244155,0x00006ea0,7015,0x036ce000,57466880
588410,0x00006eb0,8863,0x0453e000,72605696
244156,0x00006f00,7016,0x036d0000,57475072
688468,0x00006f80,2275,0x011c6000,18636800
231895,0x00006f90,4567,0x023ae000,37412864
242533,0x00006fa0,6202,0x03074000,50806784
560680,0x00006fb0,8627,0x04366000,70672384
000001,0x00007000,8,0x00010000,65536
000002,0x00007010,9,0x00012000,73728
000003,0x00007020,10,0x00014000,81920
000004,0x00007030,11,0x00016000,90112
000005,0x00007040,12,0x00018000,98304
000006,0x00007050,13,0x0001a000,106496
000007,0x00007060,14,0x0001c000,114688
000008,0x00007070,15,0x0001e000,122880
000009,0x00007080,16,0x00020000,131072
000010,0x00007090,17,0x00022000,139264
000011,0x000070a0,18,0x00024000,147456
000012,0x000070b0,19,0x00026000,155648
000015,0x000070c0,20,0x00028000,163840
000016,0x000070d0,21,0x0002a000,172032
000017,0x000070e0,22,0x0002c000,180224
000018,0x000070f0,23,0x0002e000,188416
000019,0x00007100,24,0x00030000,196608
000020,0x00007110,25,0x00032000,204800
000021,0x00007120,26,0x00034000,212992
000022,0x00007130,27,0x00036000,221184
000025,0x00007140,28,0x00038000,229376
000026,0x00007150,29,0x0003a000,237568
000027,0x00007160,30,0x0003c000,245760
000028,0x00007170,31,0x0003e000,253952
000029,0x00007180,32,0x00040000,262144
000030,0x00007190,33,0x00042000,270336
000031,0x000071a0,34,0x00044000,278528
000032,0x000071b0,35,0x00046000,286720
000033,0x000071c0,36,0x00048000,294912
000034,0x000071d0,37,0x0004a000,303104
000035,0x000071e0,38,0x0004c000,311296
000036,0x000071f0,39,0x0004e000,319488
000037,0x00007200,40,0x00050000,327680
000038,0x00007210,41,0x00052000,335872
000039,0x00007220,42,0x00054000,344064
000040,0x00007230,43,0x00056000,352256
000041,0x00007240,44,0x00058000,360448
000042,0x00007250,45,0x0005a000,368640
000043,0x00007260,46,0x0005c000,376832
000044,0x00007270,47,0x0005e000,385024
000045,0x00007280,48,0x00060000,393216
000046,0x00007290,49,0x00062000,401408
000047,0x000072a0,50,0x00064000,409600
000048,0x000072b0,51,0x00066000,417792
000049,0x000072c0,52,0x00068000,425984
000050,0x000072d0,53,0x0006a000,434176
000051,0x000072e0,54,0x0006c000,442368
000052,0x000072f0,55,0x0006e000,450560
000053,0x00007300,56,0x00070000,458752
000054,0x00007310,57,0x00072000,466944
000055,0x00007320,58,0x00074000,475136
000056,0x00007330,59,0x00076000,483328
000057,0x00007340,60,0x00078000,491520
000058,0x00007350,61,0x0007a000,499712
000059,0x00007360,62,0x0007c000,507904
000060,0x00007370,63,0x0007e000,516096
000061,0x00007380,64,0x00080000,524288
000062,0x00007390,65,0x00082000,532480
000063,0x000073a0,66,0x00084000,540672
000064,0x000073b0,67,0x00086000,548864
000065,0x000073c0,68,0x00088000,557056
000066,0x000073d0,69,0x0008a000,565248
000067,0x000073e0,70,0x0008c000,573440
000068,0x000073f0,71,0x0008e000,581632
000069,0x00007400,72,0x00090000,589824
000070,0x00007410,73,0x00092000,598016
000071,0x00007420,74,0x00094000,606208
000072,0x00007430,75,0x00096000,614400
000073,0x00007440,76,0x00098000,622592
000074,0x00007450,77,0x0009a000,630784
000075,0x00007460,78,0x0009c000,638976
000076,0x00007470,79,0x0009e000,647168
000077,0x00007480,80,0x000a0000,655360
000078,0x00007490,81,0x000a2000,663552
000079,0x000074a0,82,0x000a4000,671744
000090,0x000074b0,83,0x000a6000,679936
000091,0x000074c0,84,0x000a8000,688128
000092,0x000074d0,85,0x000aa000,696320
000093,0x000074e0,86,0x000ac000,704512
000094,0x000074f0,87,0x000ae000,712704
000095,0x00007500,88,0x000b0000,720896
000096,0x00007510,89,0x000b2000,729088
000097,0x00007520,90,0x000b4000,737280
000098,0x00007530,91,0x000b6000,745472
000099,0x00007540,92,0x000b8000,753664
000100,0x00007550,93,0x000ba000,761856
000101,0x00007560,94,0x000bc000,770048
000102,0x00007570,95,0x000be000,778240
000103,0x00007580,96,0x000c0000,786432
000104,0x00007590,97,0x000c2000,794624
000105,0x000075a0,98,0x000c4000,802816
000106,0x000075b0,99,0x000c6000,811008
000107,0x000075c0,100,0x000c8000,819200
000108,0x000075d0,101,0x000ca000,827392
000109,0x000075e0,102,0x000cc000,835584
000110,0x000075f0,103,0x000ce000,843776
000111,0x00007600,104,0x000d0000,851968
000112,0x00007610,105,0x000d2000,860160
000113,0x00007620,106,0x000d4000,868352
000114,0x00007630,107,0x000d6000,876544
000115,0x00007640,108,0x000d8000,884736
000116,0x00007650,109,0x000da000,892928
000117,0x00007660,110,0x000dc000,901120
000118,0x00007670,111,0x000de000,909312
000119,0x00007680,112,0x000e0000,917504
000120,0x00007690,113,0x000e2000,925696
000121,0x000076a0,114,0x000e4000,933888
000122,0x000076b0,115,0x000e6000,942080
000123,0x000076c0,116,0x000e8000,950272
000125,0x000076d0,117,0x000ea000,958464
000126,0x000076e0,118,0x000ec000,966656
000128,0x000076f0,119,0x000ee000,974848
000129,0x00007700,120,0x000f0000,983040
000130,0x00007710,121,0x000f2000,991232
000131,0x00007720,122,0x000f4000,999424
000132,0x00007730,123,0x000f6000,1007616
000133,0x00007740,124,0x000f8000,1015808
000134,0x00007750,125,0x000fa000,1024000
000135,0x00007760,126,0x000fc000,1032192
000136,0x00007770,127,0x000fe000,1040384
000137,0x00007780,128,0x00100000,1048576
000138,0x00007790,129,0x00102000,1056768
000139,0x000077a0,130,0x00104000,1064960
000141,0x000077b0,131,0x00106000,1073152
000142,0x000077c0,132,0x00108000,1081344
000145,0x000077d0,133,0x0010a000,1089536
000146,0x000077e0,134,0x0010c000,1097728
000147,0x000077f0,135,0x0010e000,1105920
000148,0x00007800,136,0x00110000,1114112
000149,0x00007810,137,0x00112000,1122304
000150,0x00007820,138,0x00114000,1130496
000151,0x00007830,139,0x00116000,1138688
000152,0x00007840,140,0x00118000,1146880
000153,0x00007850,141,0x0011a000,1155072
000155,0x00007860,142,0x0011c000,1163264
000158,0x00007870,143,0x0011e000,1171456
000159,0x00007880,144,0x00120000,1179648
000160,0x00007890,145,0x00122000,1187840
000161,0x000078a0,146,0x00124000,1196032
000162,0x000078b0,147,0x00126000,1204224
000170,0x000078c0,148,0x00128000,1212416
000510,0x000078d0,149,0x0012a000,1220608
000680,0x000078e0,150,0x0012c000,1228800
000681,0x000078f0,151,0x0012e000,1236992
000682,0x00007900,152,0x00130000,1245184
000683,0x00007910,153,0x00132000,1253376
000685,0x00007920,154,0x00134000,1261568
000687,0x00007930,155,0x00136000,1269760
000688,0x00007940,156,0x00138000,1277952
000689,0x00007950,157,0x0013a000,1286144
000690,0x00007960,158,0x0013c000,1294336
000691,0x00007970,161,0x00142000,1318912
000692,0x00007980,162,0x00144000,1327104
000693,0x00007990,163,0x00146000,1335296
000695,0x000079a0,164,0x00148000,1343488
000697,0x000079b0,165,0x0014a000,1351680
000698,0x000079c0,166,0x0014c000,1359872
000699,0x000079d0,167,0x0014e000,1368064
000802,0x000079e0,168,0x00150000,1376256
000814,0x000079f0,169,0x00152000,1384448
000819,0x00007a00,170,0x00154000,1392640
000823,0x00007a10,171,0x00156000,1400832
000827,0x00007a20,172,0x00158000,1409024
000847,0x00007a30,173,0x0015a000,1417216
000849,0x00007a40,174,0x0015c000,1425408
000851,0x00007a50,175,0x0015e000,1433600
000852,0x00007a60,176,0x00160000,1441792
000853,0x00007a70,177,0x00162000,1449984
000854,0x00007a80,178,0x00164000,1458176
000855,0x00007a90,179,0x00166000,1466368
000856,0x00007aa0,180,0x00168000,1474560
000857,0x00007ab0,181,0x0016a000,1482752
000858,0x00007ac0,182,0x0016c000,1490944
000860,0x00007ad0,183,0x0016e000,1499136
000863,0x00007ae0,184,0x00170000,1507328
000865,0x00007af0,185,0x00172000,1515520
000867,0x00007b00,186,0x00174000,1523712
000869,0x00007b10,187,0x00176000,1531904
000888,0x00007b20,188,0x00178000,1540096
000891,0x00007b30,189,0x0017a000,1548288
600000,0x00007b40,190,0x0017c000,1556480
600004,0x00007b50,191,0x0017e000,1564672
600006,0x00007b60,192,0x00180000,1572864
600007,0x00007b70,193,0x00182000,1581056
600008,0x00007b80,194,0x00184000,1589248
600009,0x00007b90,195,0x00186000,1597440
600010,0x00007ba0,196,0x00188000,1605632
600011,0x00007bb0,197,0x0018a000,1613824
600012,0x00007bc0,198,0x0018c000,1622016
600015,0x00007bd0,199,0x0018e000,1630208
600016,0x00007be0,200,0x00190000,1638400
600017,0x00007bf0,201,0x00192000,1646592
600018,0x00007c00,202,0x00194000,1654784
600019,0x00007c10,203,0x00196000,1662976
600020,0x00007c20,204,0x00198000,1671168
600021,0x00007c30,205,0x0019a000,1679360
600022,0x00007c40,206,0x0019c000,1687552
600023,0x00007c50,207,0x0019e000,1695744
600025,0x00007c60,208,0x001a0000,1703936
600026,0x00007c70,209,0x001a2000,1712128
600027,0x00007c80,210,0x001a4000,1720320
600028,0x00007c90,211,0x001a6000,1728512
600029,0x00007ca0,212,0x001a8000,1736704
600030,0x00007cb0,213,0x001aa000,1744896
600031,0x00007cc0,214,0x001ac000,1753088
600032,0x00007cd0,215,0x001ae000,1761280
600033,0x00007ce0,216,0x001b0000,1769472
600035,0x00007cf0,217,0x001b2000,1777664
600036,0x00007d00,218,0x001b4000,1785856
600037,0x00007d10,219,0x001b6000,1794048
600038,0x00007d20,220,0x001b8000,1802240
600039,0x00007d30,221,0x001ba000,1810432
600048,0x00007d40,222,0x001bc000,1818624
600050,0x00007d50,223,0x001be000,1826816
600051,0x00007d60,224,0x001c0000,1835008
600052,0x00007d70,225,0x001c2000,1843200
600053,0x00007d80,226,0x001c4000,1851392
600054,0x00007d90,227,0x001c6000,1859584
600055,0x00007da0,228,0x001c8000,1867776
600056,0x00007db0,229,0x001ca000,1875968
600057,0x00007dc0,230,0x001cc000,1884160
600058,0x00007dd0,231,0x001ce000,1892352
600059,0x00007de0,232,0x001d0000,1900544
600060,0x00007df0,233,0x001d2000,1908736
600061,0x00007e00,234,0x001d4000,1916928
600062,0x00007e10,235,0x001d6000,1925120
600063,0x00007e20,236,0x001d8000,1933312
600064,0x00007e30,237,0x001da000,1941504
600066,0x00007e40,238,0x001dc000,1949696
600067,0x00007e50,239,0x001de000,1957888
600070,0x00007e60,240,0x001e0000,1966080
600071,0x00007e70,241,0x001e2000,1974272
600072,0x00007e80,242,0x001e4000,1982464
600073,0x00007e90,245,0x001ea000,2007040
600075,0x00007ea0,246,0x001ec000,2015232
600076,0x00007eb0,247,0x001ee000,2023424
600078,0x00007ec0,248,0x001f0000,2031616
600079,0x00007ed0,249,0x001f2000,2039808
600080,0x00007ee0,250,0x001f4000,2048000
600081,0x00007ef0,251,0x001f6000,2056192
600082,0x00007f00,252,0x001f8000,2064384
600084,0x00007f10,253,0x001fa000,2072576
600085,0x00007f20,254,0x001fc000,2080768
600088,0x00007f30,255,0x001fe000,2088960
600089,0x00007f40,256,0x00200000,2097152
600094,0x00007f50,257,0x00202000,2105344
600095,0x00007f60,258,0x00204000,2113536
600096,0x00007f70,259,0x00206000,2121728
600097,0x00007f80,260,0x00208000,2129920
600098,0x00007f90,261,0x0020a000,2138112
600099,0x00007fa0,262,0x0020c000,2146304
600100,0x00007fb0,263,0x0020e000,2154496
600101,0x00007fc0,264,0x00210000,2162688
600103,0x00007fd0,265,0x00212000,2170880
600104,0x00007fe0,266,0x00214000,2179072
600105,0x00007ff0,267,0x00216000,2187264
688469,0x0009f000,2276,0x011c8000,18644992
244158,0x0009f010,7017,0x036d2000,57483264
515630,0x0009f020,8347,0x04136000,68378624
231899,0x0009f180,4568,0x023b0000,37421056
242538,0x0009f200,6203,0x03076000,50814976
188840,0x0009f280,4498,0x02324000,36847616
242539,0x0009f290,6204,0x03078000,50823168
588370,0x0009f300,8859,0x04536000,72572928
184010,0x0009f380,3891,0x01e66000,31875072
240910,0x0009f390,5257,0x02912000,43065344
242492,0x0009f3a0,6177,0x03042000,50601984
184011,0x0009f400,3892,0x01e68000,31883264
240912,0x0009f480,5258,0x02914000,43073536
242494,0x0009f490,6178,0x03044000,50610176
515590,0x0009f4a0,8345,0x04132000,68362240
561810,0x0009f4b0,8710,0x0440c000,71352320
188845,0x0009f500,4499,0x02326000,36855808
240913,0x0009f510,5259,0x02916000,43081728
184014,0x0009f580,3893,0x01e6a000,31891456
188846,0x0009f590,4500,0x02328000,36864000
240914,0x0009f5a0,5260,0x02918000,43089920
242496,0x0009f5b0,6179,0x03046000,50618368
184015,0x0009f600,3894,0x01e6c000,31899648
188847,0x0009f610,4501,0x0232a000,36872192
240915,0x0009f620,5261,0x0291a000,43098112
242497,0x0009f630,6180,0x03048000,50626560
232980,0x0009f680,4626,0x02424000,37896192
240916,0x0009f690,5262,0x0291c000,43106304
242498,0x0009f6a0,6181,0x0304a000,50634752
513970,0x0009f6b0,8299,0x040d6000,67985408
240917,0x0009f700,5263,0x0291e000,43114496
242499,0x0009f710,6182,0x0304c000,50642944
245243,0x0009f720,7570,0x03b24000,62013440
563390,0x0009f730,8787,0x044a6000,71983104
184018,0x0009f780,3895,0x01e6e000,31907840
240918,0x0009f790,5264,0x02920000,43122688
243620,0x0009f7a0,6762,0x034d4000,55394304
240870,0x0009f800,5234,0x028e4000,42876928
243621,0x0009f810,6763,0x034d6000,55402496
245245,0x0009f820,7571,0x03b26000,62021632
589500,0x0009f830,8946,0x045e4000,73285632
240871,0x0009f880,5235,0x028e6000,42885120
245246,0x0009f890,7572,0x03b28000,62029824
243623,0x0009f900,6764,0x034d8000,55410688
561770,0x0009f910,8706,0x04404000,71319552
245248,0x0009f980,7573,0x03b2a000,62038016
516720,0x0009f990,8429,0x041da000,69050368
600810,0x0009fa00,808,0x00650000,6619136
175317,0x0009fa10,3859,0x01e26000,31612928
240874,0x0009fa20,5236,0x028e8000,42893312
245249,0x0009fa30,7574,0x03b2c000,62046208
600811,0x0009fa80,809,0x00652000,6627328
240875,0x0009fa90,5237,0x028ea000,42901504
600812,0x0009fb00,810,0x00654000,6635520
240876,0x0009fb10,5238,0x028ec000,42909696
600814,0x0009fc00,811,0x00656000,6643712
240878,0x0009fc10,5239,0x028ee000,42917888
243580,0x0009fc20,6742,0x034ac000,55230464
600815,0x0009fc80,812,0x00658000,6651904
240879,0x0009fc90,5240,0x028f0000,42926080
243581,0x0009fca0,6743,0x034ae000,55238656
270000,0x0009fcb0,7815,0x03d0e000,64020480
589460,0x0009fcc0,8945,0x045e2000,73277440
600816,0x0009fd00,813,0x0065a000,6660096
600817,0x0009fd80,814,0x0065c000,6668288
600818,0x0009fe00,815,0x0065e000,6676480
185102,0x0009fe10,4226,0x02104000,34619392
562900,0x0009fe20,8758,0x0446c000,71745536
600770,0x0009fe80,774,0x0060c000,6340608
600819,0x0009fe90,816,0x00660000,6684672
185103,0x0009fea0,4227,0x02106000,34627584
243585,0x0009feb0,6744,0x034b0000,55246848
751372,0x0009fec0,9161,0x04792000,75046912
600771,0x0009ff00,775,0x0060e000,6348800
751373,0x0009ff10,9162,0x04794000,75055104
243587,0x0009ff80,6745,0x034b2000,55255040
600773,0x000a0000,776,0x00610000,6356992
270007,0x000a0010,7816,0x03d10000,64028672
600774,0x000a0080,777,0x00612000,6365184
751376,0x000a0090,9163,0x04796000,75063296
600775,0x000a0100,778,0x00614000,6373376
244710,0x000a0110,7295,0x038fe000,59760640
510230,0x000a0120,8093,0x03f3a000,66297856
751377,0x000a0130,9164,0x04798000,75071488
600776,0x000a0180,779,0x00616000,6381568
603520,0x000a0190,1531,0x00bf6000,12541952
241960,0x000a01a0,5894,0x02e0c000,48283648
600777,0x000a0200,780,0x00618000,6389760
244712,0x000a0210,7296,0x03900000,59768832
600778,0x000a0280,781,0x0061a000,6397952
562860,0x000a0290,8754,0x04464000,71712768
000823,0x000a0300,161,0x00142000,1318912
600779,0x000a0310,782,0x0061c000,6406144
244714,0x000a0320,7297,0x03902000,59777024
601900,0x000a0380,1137,0x008e2000,9314304
185064,0x000a0390,4219,0x020f6000,34562048
601901,0x000a0400,1138,0x008e4000,9322496
244716,0x000a0410,7298,0x03904000,59785216
517770,0x000a0420,8478,0x0423c000,69451776
241966,0x000a0480,5895,0x02e0e000,48291840
000827,0x000a0500,162,0x00144000,1327104
603527,0x000a0510,1532,0x00bf8000,12550144
241967,0x000a0520,5896,0x02e10000,48300032
603528,0x000a0580,1533,0x00bfa000,12558336
688981,0x000a0590,2515,0x013a6000,20602880
241968,0x000a05a0,5897,0x02e12000,48308224
244670,0x000a05b0,7272,0x038d0000,59572224
244719,0x000a05c0,7299,0x03906000,59793408
510190,0x000a05d0,8090,0x03f34000,66273280
603529,0x000a0600,1534,0x00bfc000,12566528
019813,0x000a0610,2729,0x01552000,22355968
241969,0x000a0620,5898,0x02e14000,48316416
601908,0x000a0780,1139,0x008e6000,9330688
236780,0x000a0790,4749,0x0251a000,38903808
244674,0x000a07a0,7273,0x038d2000,59580416
601860,0x000a0800,1121,0x008c2000,9183232
160400,0x000a0810,3699,0x01ce6000,30302208
236781,0x000a0820,4750,0x0251c000,38912000
244675,0x000a0830,7274,0x038d4000,59588608
588930,0x000a0840,8901,0x0458a000,72916992
603486,0x000a0900,1514,0x00bd4000,12402688
244677,0x000a0910,7275,0x038d6000,59596800
603488,0x000a0a00,1515,0x00bd6000,12410880
152510,0x000a0a10,3438,0x01adc000,28164096
236785,0x000a0a20,4751,0x0251e000,38920192
244679,0x000a0a30,7276,0x038d8000,59604992
601865,0x000a0a80,1122,0x008c4000,9191424
603489,0x000a0a90,1516,0x00bd8000,12419072
236786,0x000a0aa0,4752,0x02520000,38928384
601866,0x000a0b00,1123,0x008c6000,9199616
152512,0x000a0b10,3439,0x01ade000,28172288
245801,0x000a0b20,7795,0x03ce6000,63856640
601868,0x000a0c00,1124,0x008c8000,9207808
152514,0x000a0c10,3440,0x01ae0000,28180480
601869,0x000a0c80,1125,0x008ca000,9216000
019770,0x000a0c90,2703,0x0151e000,22142976
152515,0x000a0ca0,3441,0x01ae2000,28188672
588890,0x000a0cb0,8897,0x04582000,72884224
019771,0x000a0d00,2704,0x01520000,22151168
136735,0x000a0d10,3083,0x01816000,25255936
019772,0x000a0d80,2705,0x01522000,22159360
271056,0x000a0d90,7862,0x03d6c000,64405504
518860,0x000a0da0,8490,0x04254000,69550080
152518,0x000a0e00,3442,0x01ae4000,28196864
019774,0x000a0e80,2706,0x01524000,22167552
152470,0x000a0e90,3425,0x01ac2000,28057600
245808,0x000a0ea0,7796,0x03ce8000,63864832
019775,0x000a0f00,2707,0x01526000,22175744
152471,0x000a0f10,3426,0x01ac4000,28065792
245809,0x000a0f20,7797,0x03cea000,63873024
019776,0x000a0f80,2708,0x01528000,22183936
184535,0x000a0f90,4111,0x0201e000,33677312
245761,0x000a0fa0,7783,0x03cce000,63758336
019778,0x000f3080,2709,0x0152a000,22192128
152474,0x000f3090,3427,0x01ac6000,28073984
163112,0x000f30a0,3719,0x01d0e000,30466048
512410,0x000f30b0,8184,0x03ff0000,67043328
019779,0x000f3100,2710,0x0152c000,22200320
152476,0x000f3180,3428,0x01ac8000,28082176
184539,0x000f3190,4112,0x02020000,33685504
163115,0x000f3200,3720,0x01d10000,30474240
184491,0x000f3210,4092,0x01ff8000,33521664
751930,0x000f3280,9180,0x047b8000,75202560
155181,0x000f3300,3619,0x01c46000,29646848
560210,0x000f3310,8588,0x04318000,70352896
136699,0x000f3380,3078,0x0180c000,25214976
175837,0x000f3390,3878,0x01e4c000,31768576
184497,0x000f3500,4093,0x01ffa000,33529856
512370,0x000f3510,8180,0x03fe8000,67010560
751936,0x000f3580,9181,0x047ba000,75210752
184499,0x000f3600,4094,0x01ffc000,33538048
589980,0x000f3610,8968,0x04610000,73465856
137827,0x000f3780,3166,0x018bc000,25935872
560170,0x000f3790,8585,0x04312000,70328320
515120,0x000f3800,8314,0x040f4000,68108288
185625,0x000f3900,4334,0x021dc000,35504128
242020,0x000f3980,5928,0x02e50000,48562176
137783,0x000f3a00,3161,0x018b2000,25894912
242021,0x000f3a10,5929,0x02e52000,48570368
513500,0x000f3a20,8266,0x04094000,67715072
232511,0x000f3a80,4604,0x023f8000,37715968
242022,0x000f3a90,5930,0x02e54000,48578560
232512,0x000f3b00,4605,0x023fa000,37724160
242023,0x000f3b10,5931,0x02e56000,48586752
242024,0x000f3b80,5932,0x02e58000,48594944
115550,0x000f3c00,2845,0x0163a000,23306240
185582,0x000f3c10,4324,0x021c8000,35422208
240401,0x000f3c20,4956,0x026b8000,40599552
137788,0x000f3c80,3162,0x018b4000,25903104
185583,0x000f3c90,4325,0x021ca000,35430400
240402,0x000f3ca0,4957,0x026ba000,40607744
515080,0x000f3cb0,8310,0x040ec000,68075520
561300,0x000f3cc0,8674,0x043c4000,71057408
115552,0x000f3d00,2846,0x0163c000,23314432
185584,0x000f3d10,4326,0x021cc000,35438592
530050,0x000f3d20,8546,0x042c4000,70008832
240404,0x000f3d80,4958,0x026bc000,40615936
242028,0x000f3d90,5933,0x02e5a000,48603136
185586,0x000f3e00,4327,0x021ce000,35446784
242029,0x000f3e10,5934,0x02e5c000,48611328
115557,0x000f3f80,2847,0x0163e000,23322624
240408,0x000f3f90,4959,0x026be000,40624128
243110,0x000f3fa0,6503,0x032ce000,53272576
240360,0x000f4000,4937,0x02692000,40443904
240409,0x000f4010,4960,0x026c0000,40632320
115559,0x000f4080,2848,0x01640000,23330816
138916,0x000f4090,3238,0x0194c000,26525696
240361,0x000f40a0,4938,0x02694000,40452096
240362,0x000f4100,4939,0x02696000,40460288
561260,0x000f4110,8672,0x043c0000,71041024
243114,0x000f4180,6504,0x032d0000,53280768
516210,0x000f4190,8392,0x04190000,68747264
600300,0x000f4200,405,0x0032a000,3317760
186714,0x000f4210,4428,0x02298000,36274176
240364,0x000f4220,4940,0x02698000,40468480
243115,0x000f4230,6505,0x032d2000,53288960
600301,0x000f4280,406,0x0032c000,3325952
600302,0x000f4300,407,0x0032e000,3334144
240366,0x000f4310,4941,0x0269a000,40476672
243117,0x000f4320,6506,0x032d4000,53297152
600303,0x000f4380,408,0x00330000,3342336
240367,0x000f4390,4942,0x0269c000,40484864
243118,0x000f43a0,6507,0x032d6000,53305344
240368,0x000f4400,4943,0x0269e000,40493056
243119,0x000f4410,6508,0x032d8000,53313536
600305,0x000f4480,409,0x00332000,3350528
243071,0x000f4490,6478,0x0329c000,53067776
243072,0x000f4500,6479,0x0329e000,53075968
600307,0x000f4580,410,0x00334000,3358720
600308,0x000f4600,411,0x00336000,3366912
243074,0x000f4610,6480,0x032a0000,53084160
600309,0x000f4680,412,0x00338000,3375104
600261,0x000f4700,378,0x002f4000,3096576
230856,0x000f4710,4541,0x0237a000,37199872
243076,0x000f4720,6481,0x032a2000,53092352
600262,0x000f4780,379,0x002f6000,3104768
243077,0x000f4790,6482,0x032a4000,53100544
243078,0x000f4800,6483,0x032a6000,53108736
526000,0x000f4810,8540,0x042b8000,69959680
688510,0x000f4880,2299,0x011f6000,18833408
152991,0x000f4890,3601,0x01c22000,29499392
243079,0x000f48a0,6484,0x032a8000,53116928
600265,0x000f4900,380,0x002f8000,3112960
688511,0x000f4910,2300,0x011f8000,18841600
152992,0x000f4920,3602,0x01c24000,29507584
600266,0x000f4980,381,0x002fa000,3121152
603010,0x000f4990,1179,0x00936000,9658368
688512,0x000f49a0,2301,0x011fa000,18849792
152993,0x000f49b0,3603,0x01c26000,29515776
173149,0x000f49c0,3805,0x01dba000,31170560
241450,0x000f49d0,5611,0x02bd6000,45965312
600267,0x000f4a00,382,0x002fc000,3129344
603011,0x000f4a10,1180,0x00938000,9666560
688513,0x000f4a20,2302,0x011fc000,18857984
152994,0x000f4a30,3604,0x01c28000,29523968
157369,0x000f4a40,3682,0x01cc4000,30162944
241451,0x000f4a50,5612,0x02bd8000,45973504
512930,0x000f4a60,8222,0x0403c000,67354624
600268,0x000f4a80,383,0x002fe000,3137536
603012,0x000f4a90,1181,0x0093a000,9674752
152995,0x000f4aa0,3605,0x01c2a000,29532160
241452,0x000f4ab0,5613,0x02bda000,45981696
562350,0x000f4ac0,8734,0x0443c000,71548928
600269,0x000f4b00,384,0x00300000,3145728
